"items","intext","inname","inconstraint","outtext","outname","outconstraint","goldtext","goldname","goldconstraint","changed","correct","entity_name matched"
"338","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","surface","adaxial and abaxial","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","surface","leaflet adaxial and abaxial","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","surface","microsporophyll region adaxial and abaxial","Y","N",""
"339","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface",,"surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface","pileus","surface fibrillose-silky to fibrillose, very variable in colour, pure white, cream, ochre, more or less dark-brown or blackish chestnut-brown, smooth or breaking into triangular, appressed scales with a radial arrangement on a lighter background.","surface","pileus","Y","Y",""
"340","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","margin",,"Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","margin","pileus","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","margin","pileus","Y","Y",""
"341","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","centre",,"Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","center","pileus","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","centre","pileus","Y","Y","not matched"
"342","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","area","marginal","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","area","pileus marginal","Pileus 6-15 (-18) cm in diameter, at first globose, then hemispherical or hemispherical with truncate margin, finally plano-convex with slightly depressed centre, white, greyish-white, ochraceous to more or less dark-brown, often broken up into appressed scales on a white background, excepted for a white marginal area;","area","pileus marginal","Y","Y",""
"343","Surface smooth, sometimes deeply cracked.","surface",,"Surface smooth, sometimes deeply cracked.","surface","pileus","Surface smooth, sometimes deeply cracked.","surface","pileus","Y","Y",""
"344","rootstocks woody caudices, rhizomes deep under surface;","surface",,"rootstocks woody caudices, rhizomes deep under surface;","surface","rhizome","rootstocks woody caudices, rhizomes deep under surface;","surface","rhizome","Y","Y",""
"345","rootstocks herbaceous, white rhizomes near surface;","surface",,"rootstocks herbaceous, white rhizomes near surface;","surface","rhizome","rootstocks herbaceous, white rhizomes near surface;","surface","rhizome","Y","Y",""
"346","Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","tip",,"Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","apex","mandible","Thorax oblong-ovate, about the same length as the head, measuring to the tip of the mandibles;","tip","mandible","Y","Y","not matched"
"347","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","apex",,"the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","apex","leg","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","apex","leg","Y","Y",""
"348","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","tip",,"the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","apex","abdomen","the antennae towards their apex, the articulations of the legs, the tarsi, and tip of the abdomen, ferruginous;","tip","abdomen","Y","Y","not matched"
"349","with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","tip",,"with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","apex","cotyledon","with 2 cotyledons that usually united at the tips and a very long, spirally twisted suspensor.","tip","cotyledon","Y","Y","not matched"
"350","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","tip",,"microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","apex","microsporophyll","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","tip","microsporophyll","Y","Y","not matched"
