"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"347","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","tip",,"tip","microsporophyll","tip","microsporophyll","Y","Y",""
"348","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","microsporophylls with sterile tip composed of six steeply inclined facets surrounding a centrally depressed terminal facet, sporangia present on both the adaxial and abaxial surfaces of the fertile region.","surface","adaxial and abaxial","surface","region adaxial and abaxial","surface","region adaxial and abaxial","Y","Y",""
"349","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","element","terminal","element","pileipellis terminal","element","pileipellis terminal","Y","Y",""
"350","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","Pileipellis constituted by cylindrical hyphae, 3-8 µm wide, not or hardly constricted at septa, terminal elements filamentous, with rounded tips.","tip",,"tip","pileipellis terminal element","tip","pileipellis terminal element","Y","Y",""
"351","Leaves filiform, margins flat or involute;","Leaves filiform, margins flat or involute;","Leaves filiform, margins flat or involute;","margin",,"margin","leaf","margin","leaf","Y","Y",""
"352","heads in clusters at branch tips, grouped in cymiform or racemiform arrays;","heads in clusters at branch tips, grouped in cymiform or racemiform arrays;","heads in clusters at branch tips, grouped in cymiform or racemiform arrays;","tip","branch","tip","branch","tip","branch","N","Y",""
"353","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","apex","phyllary","apex","phyllary","apex","outer and mid phyllary","N","N",""
"354","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","Outer and mid phyllary apices acute to acuminate or rounded (bodies apically tapering), tips erect.","tip",,"tip","phyllary","tip","phyllary","Y","Y",""
"355","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","wall",,"wall","spore","wall","spore","Y","Y",""
"356","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","appendix","hilar","appendix","hilar","appendix","spore hilar","N","N",""
"357","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","Spores 6-8 (8.5) x 4.2-5.5 (6) µm, av. 6.95 x 5 µm, Q=1.29-1.5, av. 1.38, ellipsoid, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore monoguttulate, biguttulate or multigguttulate.","pore","germ","pore","spore germ","pore","spore germ","Y","Y",""
"358","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","wall",,"wall","spore","wall","spore","Y","Y",""
"359","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","Spores (5-) 5,5-7 (-7,5) x (4-) 4,5-5,5 (-6) µm, av. 6.4 x 5.2 µm, Q=1,13-1,37, av. 1.23, broadly ellipsoid to subglobose, dark reddish-brown in water, with thick walls and hyaline hilar appendix, lacking a germ pore, mono- biguttulate or multiguttulate.","pore","germ","pore","spore germ","pore","spore germ","Y","Y",""
"360","Megasporophyll apically dilated into a pinnatifid, pectinate, toothed or entire lamina in the distal zone beyond the ovule-bearing stipe.","Megasporophyll apically dilated into a pinnatifid, pectinate, toothed or entire lamina in the distal zone beyond the ovule-bearing stipe.","Megasporophyll apically dilated into a pinnatifid, pectinate, toothed or entire lamina in the distal zone beyond the ovule-bearing stipe.","zone","distal","zone","megasporophyll distal","zone","megasporophyll distal","Y","Y",""
"361","microsporophyll lamina soft, not dorsiventrally thickened, 35-60 mm long, 15-25 mm wide, fertile zone 30-50 mm long, sterile apex 4-10 mm long, raised, apical spine rudimentary, sharply upturned, 0-2 mm long.","microsporophyll lamina soft, not dorsiventrally thickened, 35-60 mm long, 15-25 mm wide, fertile zone 30-50 mm long, sterile apex 4-10 mm long, raised, apical spine rudimentary, sharply upturned, 0-2 mm long.","microsporophyll lamina soft, not dorsiventrally thickened, 35-60 mm long, 15-25 mm wide, fertile zone 30-50 mm long, sterile apex 4-10 mm long, raised, apical spine rudimentary, sharply upturned, 0-2 mm long.","zone",,"zone","microsporophyll","zone",,"Y","N",""
